Health C_1,BHCMIS Org,BPHC Assig,Site Name,Site Addre,Site City,Site State,Geocoding,Geocodin_1
H80CS04191,19970,BPS-H80-004002,YORK COUNTY COMMUNITY ACTION CORPORATION,6 Spruce St,Sanford,ME,-70.77065955,43.44214046
H80CS02319,911100,BPS-H80-009842,Central Elementary School,4063 Polk Ave,San Diego,CA,-117.1076257,32.75144834
H80CS00380,20930,BPS-H80-002607,BURLINGTON CITY HEALTH CENTER,651 High St,Burlington,NJ,-74.85475143,40.07028944
H80CS00285,93540,BPS-H80-000300,NEIGHBORHOOD HEALTHCARE ~ Pediatrics,426 N Date St,Escondido,CA,-117.0714961,33.12909364
H80CS02450,15110,BPS-H80-005787,COLONIAL ACRES NURSING HOME,Workman Ter,Lincoln,ME,-68.50342617,45.35527168
H80CS22690,5.00E+106,BPS-H80-019677,Carlinville Community Unit School District #1,829 W Main St,Carlinville,IL,-89.89319799,39.27969249
H80CS00759,100790,BPS-H80-003317,West Medford Health Center--La Clinica,1307 W Main St,Medford,OR,-122.8868939,42.32366684
H80CS24115,09E00427,BPS-H80-011778,Hollywood Wilshire Health Center and Wallis Annenberg Children & Family Health Center,5205 Melrose Ave,Los Angeles,CA,-118.314009,34.08353752
H80CS00821,40320,BPS-H80-005420,South Dade Senior High School,28401 SW 167th Ave,Homestead,FL,-80.45920898,25.50201299
H80CS24168,04E00512,BPS-H80-018024,Montgomery County Community Health Center,724 Woodford Dr,Mt Sterling,KY,-83.94062793,38.04517642
H80CS00761,34190,BPS-H80-000079,CALHOUN MEDICAL/DENTAL CLINIC,186 Hospital Dr Bldg 3,Grantsville,WV,-81.09170404,38.92425968
H80CS00285,93540,BPS-H80-018301,Neighborhood Healthcare ~ Gold Family Health Center,13010 Poway Rd,Poway,CA,-117.0492695,32.95665753
H80CS00159,21790,BPS-H80-005722,Elderwood of Ticonderoga,1019 Wicker St,Ticonderoga,NY,-73.43563085,43.84954212
H80CS00313,21510,BPS-H80-024696,HRHCare Monticello,19 Lakewood Ave,Monticello,NY,-74.68865496,41.65421819
H80CS07914,218870,BPS-H80-032723,Premium Health - Women&#39;s Health 3rd Floor,4510 16th Ave,Brooklyn,NY,-73.98344999,40.633042
H80CS00159,21790,BPS-H80-028074,Hadley-Luzerne Student Health,27 Hyland Dr,Lake Luzerne,NY,-73.83950539,43.34509935
H80CS00550,93650,BPS-H80-007972,Clinicas Del Camino Real Inc - Oxnard,650 Meta St,Oxnard,CA,-119.1759525,34.19524201
H80CS00040,80620,BPS-H80-006089,SAMARITAN HOUSE STOUT ST CLINIC and MEDICAL RESPITE CARE,2301 Lawrence St,Denver,CO,-104.9879218,39.75524174
H80CS28985,09E01214,BPS-H80-017678,Central Neighborhood Health Foundation-Inglewood,2710 W Manchester Blvd,Inglewood,CA,-118.323889,33.95986274
H80CS00075,32600,BPS-H80-017284,New River Health SBHC - Mt. Hope Elementary,204 S Mountain Ave,Mount Hope,WV,-81.16343318,37.89493587
H80CS26630,02E01074,BPS-H80-030516,Hope Refugee Drop-In Center,248 W Ferry St,Buffalo,NY,-78.89244302,42.91566298
H80CS00824,56730,BPS-H80-031545,Senic Bluffs Health Center Inc - Boscobel,105 E Bluff St,Boscobel,WI,-90.70490988,43.13385745
H80CS00221,90670,BPS-H80-009132,NORTH EAST MEDICAL SERVICES - SAN BRUNO AVENUE,2574 San Bruno Ave,San Francisco,CA,-122.4042728,37.72911329
H80CS00433,20110,BPS-H80-024758,Watervliet Junior-Senior High School,1245 Hillside Dr,Watervliet,NY,-73.71595463,42.7311047
H80CS25680,01E01028,BPS-H80-032140,Greater Portland Health at Sagamore Village,68 Popham St,Portland,ME,-70.32282041,43.67615661
H80CS08784,537600,BPS-H80-027204,Wabeno High School,4325 N Branch St,Wabeno,WI,-88.64872526,45.43950469
H80CS00326,12080,BPS-H80-006375,WYA AT PRUDENCE CRANDALL CENTER,,New Britain,CT,-72.78214999,41.66772
H80CS07502,625340,BPS-H80-012623,KIPP North Campus,500 Tidwell Rd,Houston,TX,-95.36960303,29.843472
H80CS00166,20870,BPS-H80-012039,The Health Center at APW Elementary School,640 County Route 22,Parish,NY,-76.05056067,43.44306695
H80CS00260,91750,BPS-H80-027400,Big Valley High School,400 Bridge St,Mcarthur,CA,-121.1383931,41.12145533
H80CS00808,92880,BPS-H80-029723,LifeLong 433 Hegenberger,433 Hegenberger Rd Ste 220,Oakland,CA,-122.1971515,37.73636482
H80CS00741,10060,BPS-H80-001277,FAIR HAVEN COMMUNITY HEALTH CENTER,374 Grand Ave,New Haven,CT,-72.90217375,41.30852147
H80CS24103,05E00469,BPS-H80-012782,Esperanza Little Village,3059 W 26th St,Chicago,IL,-87.70200422,41.84454192
H80CS00723,811150,BPS-H80-011061,Evanston Community Health Center,75 Yellow Creek Rd Ste 102,Evanston,WY,-110.9683144,41.25516634
H80CS00690,81650,BPS-H80-019394,Clinica Family Health - Westminster,8510 Bryant St Ste 200,Westminster,CO,-105.0193925,39.85085298
H80CS02326,91220,BPS-H80-002797,Street Medicine Outreach  Admin Office,3311 Pacific Ave Ste 6,Livermore,CA,-121.755241,37.67610253
H80CS29001,01E01210,BPS-H80-015543,Wheeler Health and Wellness Center,10 N Main St,Bristol,CT,-72.94556427,41.67095874
H80CS26563,07E01084,BPS-H80-019389,Compass Health,101 Progress Pkwy,Sullivan,MO,-91.17148927,38.20039904
H80CS00751,511020,BPS-H80-004235,LISBON AVENUE HEALTH CENTER,3522 W Lisbon Ave,Milwaukee,WI,-87.9582157,43.05476192
H80CS00313,21510,BPS-H80-018479,LISH at Riverhead,883 E Main St,Riverhead,NY,-72.65134011,40.92389307
H80CS00370,63710,BPS-H80-018644,Southeast Community Health Systems - Spring Creek Elementary School-Based,72961 Highway 1061,Kentwood,LA,-90.4465595,30.91126879
H80CS08218,452070,BPS-H80-029925,Trojan Academy Healthy Kids Clinic,505 Trojan Trl,Glasgow,KY,-85.92437166,36.97656958
H80CS00784,70290,BPS-H80-021431,Samuel U. Rodgers Health Center Chouteau Elementary,3701 N Jackson Ave,Kansas City,MO,-94.53003582,39.15905038
H80CS00302,106300,BPS-H80-011473,KHS Ponderay,30410 Highway 200,Ponderay,ID,-116.5444776,48.29720402
H80CS00716,42160,BPS-H80-004714,Dayspring Williamsburg,402 Cumberland Ave,Williamsburg,KY,-84.16262707,36.73857362
H80CS00684,51020,BPS-H80-029977,Bunker Elementary School,2312 Denmark St Ste 110B,Muskegon,MI,-86.29518601,43.211014
H80CS06716,623760,BPS-H80-015626,Jefferson Community Health Care Centers-Grand Isle,3101 Highway 1,Grand Isle,LA,-89.99722722,29.23138897
H80CS02329,15160,BPS-H80-000833,Dental Mobile Van,19 Broadway,Newport,RI,-71.31241137,41.49116511
H80CS08218,452070,BPS-H80-011773,Wellness on Wheels Medical Center,360 Keen St,Burkesville,KY,-85.36951856,36.7841112
H80CS00404,61290,BPS-H80-005378,Los Ninos Pediatrics,200 W Wilshire Blvd Ste A,Roswell,NM,-104.5243625,33.42690057
H80CS02331,108170,BPS-H80-031977,Heritage Health - Post Falls Middle School - Library Conference Room,301 E 16th Ave,Post Falls,ID,-116.94388,47.72331745
H80CS00393,43340,BPS-H80-020870,CareConnect Infectious Disease Clinic,110 E 13th Ave,Cordele,GA,-83.78165156,31.96683502
H80CS06673,925360,BPS-H80-013742,JWCH Medical Clinic at Downtown Women's Center,442 S San Pedro St,Los Angeles,CA,-118.2435292,34.04480663
H80CS24163,02E00509,BPS-H80-027297,Cato Meridian Elementary School,2851 State Route 370,Cato,NY,-76.55318065,43.1745149
H80CS00605,60330,BPS-H80-011176,West Las Vegas School Clinic,1024 S Pacific St,Las Vegas,NM,-105.2240231,35.58734753
H80CS28373,07E01134,BPS-H80-024709,Golden Plains School District USD 316,210 W Sixth St,Selden,KS,-100.5700703,39.5385475
H80CS00791,30720,BPS-H80-029754,Eastville Community Health Center,17068 Lankford Hwy,Cape Charles,VA,-75.94217858,37.34294429
H80CS00160,21520,BPS-H80-021284,Ossining AMD Middle School - SBHC,100 Van Cortlandt Ave,Ossining,NY,-73.85979278,41.17444853
H80CS00056,102340,BPS-H80-002438,EVERGREEN TREATMENT CENTER,1700 Airport Way S,Seattle,WA,-122.3213785,47.58751775
H80CS02592,1010810,BPS-H80-006146,LINCOLN HEALTH CENTER,121 SE Viewmont Ave,Corvallis,OR,-123.2657673,44.54370732
H80CS00829,100640,BPS-H80-024585,Neighborcare Health at Roxhill Elementary,7740 34th Ave SW,Seattle,WA,-122.3752572,47.53284545
H80CS00621,90710,BPS-H80-010989,COMMUNITY HEALTH CENTERS BROADWAY DENTAL,210 N Broadway,Santa Maria,CA,-120.4356712,34.9545486
H80CS00742,90470,BPS-H80-029859,GVHC Mobile Unit - Northview,3940 Sandpiper Ave,Merced,CA,-120.4665461,37.33841627
H80CS04288,612020,BPS-H80-012808,Lamar School District Health Center,635 Childers Ave,Lamar,AR,-93.39774028,35.43589641
H80CS00181,45800,BPS-H80-013666,GOSHEN MEDICAL CENTER - CAPE FEAR,3613 Cape Center Dr,Fayetteville,NC,-78.9358083,35.03654177
H80CS00377,11270,BPS-H80-027279,Harry B. Flood Middle School - SBHC,490 Chapel St,Stratford,CT,-73.1190731,41.23790289
H80CS00445,101020,BPS-H80-027107,Sea Mar CHC - Vancouver 317 E 39th St,317 E 39th St,Vancouver,WA,-122.667975,45.6498825
H80CS12879,1.00E+40,BPS-H80-013685,Tri-County Community Health Center of North Providence,33 Maple St,North Providence,RI,-71.4794788,41.84815125
H80CS06670,78000,BPS-H80-028020,West County R-IV School District Clinic,625 Chariton Ave Rm 103,Park Hills,MO,-90.61389959,37.86130751
H80CS00420,30480,BPS-H80-019322,NEPA Community Health Care Elk Lake School District,2380 Elk Lake School Rd,Springville,PA,-75.95760679,41.73876854
H80CS00855,610680,BPS-H80-013561,Mobile Unit #2,6450 LA Highway 1,Batchelor,LA,-91.68033693,30.87589336
H80CS06651,314560,BPS-H80-028248,Northern Sussex Community Health Center,21 W Clarke Ave Ste 1001,Milford,DE,-75.43356878,38.90634551
H80CS00399,52900,BPS-H80-000269,WEST PORTSMOUTH FAMILY PRACTICE,23030 State Route 73,Portsmouth,OH,-83.01725099,38.76619405
H80CS00047,90870,BPS-H80-028259,ACHCH StreetHealth Team Zone 11 Mobile Unit,384 14th St,Oakland,CA,-122.2695702,37.80370095
H80CS00078,33100,BPS-H80-018928,Camden Family Health,16414 Webster Rd,Craigsville,WV,-80.67678005,38.33840686
H80CS00742,90470,BPS-H80-021842,GVHC - Turlock Pediatric Health Center 1100,1100 Delbon Ave,Turlock,CA,-120.8357642,37.51061337
H80CS00293,45630,BPS-H80-027722,Catawba Valley Family Medicine - Maiden,137 Island Ford Rd,Maiden,NC,-81.19477613,35.56675514
H80CS00326,12080,BPS-H80-006690,LINCOLN MIDDLE SCHOOL - SBHC,164 Centennial Ave,Meriden,CT,-72.82405199,41.53740698
H80CS00221,90670,BPS-H80-024395,NEMS Administrative Building - Junipero Serra,2171 Junipero Serra Blvd,Daly City,CA,-122.4706685,37.69837454
H80CS00145,98150,BPS-H80-021519,Ravenswood Family Health Center at 1846 Bay Road,1846 Bay Rd,East Palo Alto,CA,-122.1330976,37.47232799
H80CS00150,10380,BPS-H80-002635,REGIONAL MEDICAL CENTER CALAIS,5 Lowell St,Calais,ME,-67.27940437,45.18775208
H80CS00820,84980,BPS-H80-028183,Blanding Family Practice Community Health Center,910 S 300 W,Blanding,UT,-109.4834723,37.61281089
H80CS00101,45500,BPS-H80-007625,Dade City Dental Center,37944 Pasco Ave,Dade City,FL,-82.18788095,28.3638125
H80CS24198,06E00523,BPS-H80-019411,Daughters of Charity Health Center - Gretna,1301 Whitney Ave,Gretna,LA,-90.04328561,29.90358701
H80CS00423,40210,BPS-H80-013605,CFHC Lakeland Primary Care,1129 N Missouri Ave,Lakeland,FL,-81.95813634,28.0583661
H80CS02445,310560,BPS-H80-012911,Bedford  Community Health Center,582 Blue Ridge Ave,Bedford,VA,-79.532605,37.33749698
H80CS00874,27670,BPS-H80-021604,"VNACJ Community Health Center, Inc. Administration",806 5th Ave,Asbury Park,NJ,-74.01053117,40.22575543
H80CS02325,912090,BPS-H80-013917,"25 North 14th Street, Suite 130",25 N 14th St Ste 130,San Jose,CA,-121.8774919,37.34289514
H80CS00061,20490,BPS-H80-002973,PS11: The William T Harris School,320 W 21st St,New York,NY,-74.0007401,40.74453594
H80CS00050,91120,BPS-H80-001333,NORTH RICHMOND CENTER FOR HEALTH,1501 Fred Jackson Way,Richmond,CA,-122.3669575,37.95501698
H80CS00693,40380,BPS-H80-011979,Elliott Point Elementary School,301 Hughes St NE,Fort Walton Beach,FL,-86.59778998,30.420516
H80CS00728,46450,BPS-H80-004227,Freedom Hill Community Health Center,162 Nc Highway 33 E,Tarboro,NC,-77.52269813,35.87467525
H80CS08738,537520,BPS-H80-011822,"Covenant Community Care, Inc.",20901 Moross Rd,Detroit,MI,-82.92726808,42.42417143
H80CS26567,05E01058,BPS-H80-013597,"Meridian MD, North Tillotson",110 N Tillotson Ave,Muncie,IN,-85.41914042,40.19421236
H80CS00007,20020,BPS-H80-017523,Ali Forney Day Center,321 W 125th St,New York,NY,-73.95228163,40.81067204
H80CS00624,11430,BPS-H80-017966,THURGOOD MARSHALL MIDDLE SCHOOL,74 Brookline St,Lynn,MA,-70.92975847,42.47126
H80CS00048,90880,BPS-H80-003971,Watsonville Health Center - Building D,1430 Freedom Blvd Ste D,Watsonville,CA,-121.764271,36.92775402
H80CS00143,93210,BPS-H80-019561,Almond Women's Services,363 E Almond Ave Ste 101,Madera,CA,-120.053126,36.94556384
H80CS00719,68160,BPS-H80-010438,Waco Family Medicine � MCC,4601 N 19th St,Waco,TX,-97.18070164,31.58830022
H80CS00370,63710,BPS-H80-018616,Southeast Community Health Systems - Kentwood High School School-Based,603 9th St,Kentwood,LA,-90.51445406,30.93792841
H80CS00139,91000,BPS-H80-008771,NEVHC Santa Clarita Health Center,18533 Soledad Canyon Rd,Canyon Country,CA,-118.4564809,34.41652153
H80CS00590,90660,BPS-H80-032328,Mission Bernal Adult Clinic,1580 Valencia St Ste 506,San Francisco,CA,-122.4202425,37.74724846
H80CS08780,452920,BPS-H80-019761,"Diversity Health Center, Inc.-301 Fraser Dr.",301 Fraser Dr,Hinesville,GA,-81.59113823,31.84563115
H80CS00279,612200,BPS-H80-008887,"Healthy Connections, Inc.",136 Health Park Dr,Mena,AR,-94.20831801,34.59320409
H80CS25684,04E00551,BPS-H80-032136,C. L. Brumback Primary Care Clinics - North County PBG,4404 Burns Rd,Palm Beach Gardens,FL,-80.10259923,26.83075654
H80CS00613,10810,BPS-H80-006955,HARRISON APARTMENTS,651 State St,Bridgeport,CT,-73.19699169,41.17422708
H80CS06662,530920,BPS-H80-022156,HealthLinc - South Bend (medical),1960 Northside Blvd,South Bend,IN,-86.21752323,41.66238535
H80CS00247,98480,BPS-H80-008517,Las Islas Family Medical Group,325 W Channel Islands Blvd,Oxnard,CA,-119.180818,34.17372747
H80CS00399,52900,BPS-H80-005332,FAMILY HEALTH -WAVERLY,227 Valley View Dr,Waverly,OH,-83.0043955,39.11723759
H80CS00834,51750,BPS-H80-002404,ACCESS Warren Family Health Center,2409 W Warren Blvd,Chicago,IL,-87.68681428,41.88205655
H80CS00650,40940,BPS-H80-028386,Blue Ridge Health - Brevard,29 W French Broad St Ste 202,Brevard,NC,-82.73252311,35.23671469
H80CS02326,91220,BPS-H80-031082,BACH Family Clinic,1066 S White Rd,San Jose,CA,-121.8195267,37.35663614
H80CS04287,67960,BPS-H80-002169,NAFTZGER CLINIC,3612 Pera Ave,El Paso,TX,-106.45037,31.77230249
H80CS00821,40320,BPS-H80-004501,SOUTH DADE HEALTH CENTER,13600 SW 312th St,Homestead,FL,-80.40996597,25.4777825
H80CS00226,91160,BPS-H80-017048,Salud at Valle Verde,252 Green Valley Rd,Freedom,CA,-121.7709705,36.93807968
H80CS02331,108170,BPS-H80-031342,Heritage Health- St. Maries- Heyburn Elementary- Counseling Office,1405 Main Ave,St Maries,ID,-116.574362,47.31624552
H80CS00656,22030,BPS-H80-019234,NeoMed Center Clinic-Gurabo,"Edificio 4-Centro Industrial, Bo Rincon",Rinc�n,PR,-65.97956001,18.24980999
H80CS00319,102570,BPS-H80-030673,CHAS Health Admin Iron Bridge,611 N Iron Bridge Way,Spokane,WA,-117.3900764,47.66198765
H80CS00118,58470,BPS-H80-011755,PrimaryOne Health 1791 Alum Creek Drive,1791 Alum Creek Dr Ste 100,Columbus,OH,-82.94035458,39.93044757
H80CS07502,625340,BPS-H80-027896,Yes Prep - Southeast,353 Crenshaw Rd,Houston,TX,-95.20616455,29.63847869
H80CS00135,81030,BPS-H80-004357,PRAIRIE WINDS DENTAL CLINIC,112 N Main St,Howard,SD,-97.52678258,44.01133214
H80CS17147,62090,BPS-H80-010118,Mid Delta Health Center,245 Madison St,Clarendon,AR,-91.31256282,34.69281312
H80CS11298,630790,BPS-H80-001543,CommUnityCare Oak Hill,8656A W Highway 71 Ste C,Austin,TX,-97.89357961,30.24961352
H80CS26511,05E00445,BPS-H80-013600,Ontonagon Family Health Center,751 S 7th St,Ontonagon,MI,-89.30295894,46.86498087
H80CS00069,31600,BPS-H80-012692,Tri-State Community Health Center - Berkeley Springs,261 Berkmore Pl Ste 1A,Berkeley Springs,WV,-78.23517417,39.61099427
H80CS24150,06E00497,BPS-H80-011721,People's Community Clinic,2909 N Interstate 35,Austin,TX,-97.72382298,30.28784506
H80CS00801,80130,BPS-H80-030058,Salud Trinidad Dental Clinic,928 Smith Ave,Trinidad,CO,-104.5217442,37.16720705
H80CS00195,53320,BPS-H80-018451,Illini Family Medicine,2900 Frank Scott Pkwy W Ste 980,Belleville,IL,-90.03690505,38.53830184
H80CS00456,80590,BPS-H80-013129,DAKOTA FAMILY MEDICAL CENTER,101 S Front St,Chamberlain,SD,-99.34003932,43.79616921
H80CS00048,90880,BPS-H80-002733,Homeless Persons' Health Project Coral Street Clinic,115 Coral St,Santa Cruz,CA,-122.0303397,36.98524629
H80CS12853,6.00E+41,BPS-H80-008353,Larry Combest Community Health and Wellness Center,301 40th St,Lubbock,TX,-101.8379989,33.55784425
H80CS00651,92890,BPS-H80-008372,NORTH COUNTRY - SHOW LOW CLINIC,2650 E Show Low Lake Rd,Show Low,AZ,-110.013339,34.20198752
H80CS00189,51570,BPS-H80-004307,CINCINNATI MOBILE HEALTH CARE,1525 Elm St,Cincinnati,OH,-84.51916944,39.11223766
H80CS11298,630790,BPS-H80-029647,CommUnityCare Round Rock Family Medicine,1201 S Interstate 35 Ste 303,Round Rock,TX,-97.6805359,30.4994032
H80CS04214,438180,BPS-H80-032766,CHN MDC Medical,950 NW 20th St Rm 1355-04,Miami,FL,-80.21030107,25.79511113
H80CS00368,23600,BPS-H80-002682,PLAZA DEL CASTILLO HLTH CENTER,1515 Southern Blvd,Bronx,NY,-73.89032521,40.83316094
H80CS00563,33130,BPS-H80-008474,Potomac Valley Family Medicine,8 Lee St,Moorefield,WV,-78.96041413,39.06936158
H80CS25709,05E01033,BPS-H80-019244,GCHC Mobile Health Clinic,422 W 4th Ave,Flint,MI,-83.699998,43.0201672
H80CS00056,102340,BPS-H80-004672,PIONEER SQUARE CLINIC,206 3rd Ave S,Seattle,WA,-122.3302425,47.600583
H80CS00764,421720,BPS-H80-001957,"Oconee Valley Healthcare, Inc. Greensboro",803 S Main St,Greensboro,GA,-83.18369388,33.56659144
H80CS08238,321030,BPS-H80-029427,FMC - SBHC Steubenville High School,420 N 4th St,Steubenville,OH,-80.61251214,40.36499184
H80CS28995,09E01159,BPS-H80-027633,"Unicare Community Health Center, Inc. - Westlake 2.0",741 S Alvarado St,Los Angeles,CA,-118.2775722,34.05535924
H80CS00684,51020,BPS-H80-014537,Muskegon Covenant Academy,125 Catherine Ave,Muskegon,MI,-86.24127989,43.2280001
H80CS00380,20930,BPS-H80-000945,PLEASANTVILLE,932 S Main St,Pleasantville,NJ,-74.53039952,39.38293009
H80CS00102,46840,BPS-H80-002667,"FAMILY HEALTH CENTERS, INC. - FAMILY HEALTH CENTER - PORTLAND",2215 Portland Ave,Louisville,KY,-85.78474344,38.26921421
H80CS12875,9.00E+06,BPS-H80-008358,Hurtt Family Health Clinic,1 Hope Dr,Tustin,CA,-117.832398,33.7147075
H80CS00070,37020,BPS-H80-022357,"Unity Health Care, Inc - Administrative Offices",1100 New Jersey Ave SE Ste 500,Washington,DC,-77.00394441,38.87695906
H80CS04214,438180,BPS-H80-014040,Palm Center Adult Support Services,150 E 1st Ave Ste 111,Hialeah,FL,-80.27939058,25.82320916
H80CS00705,31700,BPS-H80-028285,Centerville Clinics - City Mission Site,84 W Wheeling St,Washington,PA,-80.24695614,40.16901116
H80CS00880,517410,BPS-H80-017307,Charles W. Fairbanks IPS School 105,8620 Montery Rd,Indianapolis,IN,-86.01626326,39.83042641
H80CS08764,627740,BPS-H80-018396,CommuniHealth Services Bastrop Pediatrics Center,501 Durham St,Bastrop,LA,-91.91787187,32.77334517
H80CS00800,33180,BPS-H80-002655,BELAIR EDISON FAMILY HEALTH CTR,3120 Erdman Ave,Baltimore,MD,-76.57240296,39.32089156
H80CS00781,30900,BPS-H80-015332,SCH Winchester,1330 Amherst St,Winchester,VA,-78.18394882,39.19046496
H80CS00554,10980,BPS-H80-004046,ACHS - Woodsville,79 Swiftwater Rd,Woodsville,NH,-72.02392459,44.13654919
H80CS00114,53200,BPS-H80-027949,Homeless Initiative Program (HIP) Northwest,2944 Clifton St,Indianapolis,IN,-86.18048469,39.80982394
H80CS00139,91000,BPS-H80-022128,TCC Cabrillo Gateway,2000 San Gabriel Ave,Long Beach,CA,-118.2238039,33.79182189
H80CS00253,27000,BPS-H80-009085,Jewish Renaissance Medical Center Mobile Van,275 Hobart St,Perth Amboy,NJ,-74.26968486,40.50808174
H80CS33647,09E00942,BPS-H80-031662,Family Health Matters Medical Mobile Unit,901 W Orangethorpe Ave,Fullerton,CA,-117.939736,33.85939747
H80CS26587,06E01098,BPS-H80-018255,St. Hope Community Health Clinic- Bellaire,6800 West Loop S Ste 560,Bellaire,TX,-95.45973447,29.70535861
H80CS00439,42070,BPS-H80-005477,Scooba Family Medical Center,927 Kemper St,Scooba,MS,-88.47524566,32.83090365
H80CS24177,04E00519,BPS-H80-031032,Cahaba Medical Care - Birmingham Southern,900 Arkadelphia Rd Rm 240,Birmingham,AL,-86.85385201,33.51685
H80CS02585,618420,BPS-H80-009121,Crestworth Academy Healthy Students,10650 Avenue F,Baton Rouge,LA,-91.19508215,30.54088893
H80CS02326,91220,BPS-H80-031081,Montpelier Health Clinic,"2380 Montpelier Dr, Ste 200",San Jose,CA,-121.8474202,37.36526149
H80CS00293,45630,BPS-H80-028377,Kintegra at Hershal H Beam Elementary,200 Davis Park Rd,Gastonia,NC,-81.20207258,35.22232992
H80CS00174,37150,BPS-H80-024630,Henderson Health Services (VUU),1500 N Lombardy St,Richmond,VA,-77.4486783,37.56223094
H80CS00430,22110,BPS-H80-003275,Joseph P. Addabbo Family Health Center at Central Avenue,1288 Central Ave,Far Rockaway,NY,-73.74860449,40.60803323
H80CS00061,20490,BPS-H80-009558,Ryan Health | Women and Children's,801 Amsterdam Ave,New York,NY,-73.96872324,40.79625806
H80CS00305,420630,BPS-H80-000647,HOPE PROG. MEDICAL OUTREACH VAN,611 E Adams St,Jacksonville,FL,-81.64952171,30.32601427
H80CS00185,41680,BPS-H80-004883,FORT MYERS CENTER - DOWNTOWN,2232 Grand Ave,Fort Myers,FL,-81.87059759,26.63617883
H80CS08240,452150,BPS-H80-012450,HopeHealth Timmonsville,210 E Market St,Timmonsville,SC,-79.9389797,34.13429782
H80CS00720,61920,BPS-H80-005274,"David Raines Community Health Center, Inc. - Minden",128 Homer Rd,Minden,LA,-93.27782491,32.62109407
H80CS00490,46910,BPS-H80-010978,Wade Family Medical Center-Downtown,2409B Murchison Rd,Fayetteville,NC,-78.90740476,35.08745987
H80CS08753,534830,BPS-H80-009276,Middletown Community Health Center,1036 S Verity Pkwy,Middletown,OH,-84.40879428,39.50524854
H80CS00270,105600,BPS-H80-014540,Bend High School-Based Health Center,230 NE 6th St Rm S-19,Bend,OR,-121.2972018,44.05320999
H80CS00445,101020,BPS-H80-027109,Sea Mar CHC - Vancouver 1601 E Fourth Plain Blvd,1601 E Fourth Plain Blvd Bldg 17,Vancouver,WA,-122.6553951,45.63940867
H80CS00167,20560,BPS-H80-002269,Mosaic Health Rushville,2 Rubin Dr,Rushville,NY,-77.22313796,42.75451213
H80CS12858,9.00E+05,BPS-H80-017644,"Family Health Care Centers of Greater Los Angeles, Inc.",6513 Garfield Ave,Bell Gardens,CA,-118.147845,33.97240149
H80CS00826,52090,BPS-H80-004671,ISAAC COGGS HERITAGE HEALTH CTR,8200 W Silver Spring Dr,Milwaukee,WI,-88.01398871,43.11966911
H80CS02585,618420,BPS-H80-030821,Temporary Site - BRPCC Mobile Testing Unit,2013 Central Rd,Baton Rouge,LA,-91.17230265,30.53582991
H80CS24163,02E00509,BPS-H80-027393,Owasco Elementary,66 Letchworth St,Auburn,NY,-76.54121197,42.91761998
H80CS08238,321030,BPS-H80-022349,FMC MAT,114 Taylor Ave,Weirton,WV,-80.58911272,40.40732082
H80CS00703,70430,BPS-H80-031008,Poplar Bluff Regional Medical Center,3100 Oak Grove Rd,Poplar Bluff,MO,-90.44285102,36.787031
H80CS10583,6.00E+57,BPS-H80-010551,Administration Offices,120 E Broadway St,Wetumka,OK,-96.24135818,35.23724274
H80CS00621,90710,BPS-H80-017292,CHC - TEMPLETON WOMEN'S HEALTH,292 Posada Ln Ste A,Templeton,CA,-120.7215029,35.55299084
H80CS00251,91700,BPS-H80-031990,Redwoods Rural Health Center - Fortuna,930 S Fortuna Blvd,Fortuna,CA,-124.1469211,40.58128274
H80CS06639,1014200,BPS-H80-006182,TOLEDO SCHOOL BASED HEALTH CENTER,1800 NE Sturdevant Rd,Toledo,OR,-123.9227762,44.63454619
H80CS26516,03E01039,BPS-H80-032338,Clinical Annex Montgomery,209 Roanoke St Ste 4,Christiansburg,VA,-80.40306406,37.1301468
H80CS00359,90210,BPS-H80-027333,Gardner Packard Children's Health Center - Suite 102,3301 El Camino Real Ste 102,Atherton,CA,-122.207417,37.46652
H80CS08218,452070,BPS-H80-018662,Anderson County High Healthy Kids Clinic,1 Bearcat Dr,Lawrenceburg,KY,-84.90936271,38.02315141
H80CS00871,910240,BPS-H80-005343,QueensCare Health Centers,4448 York Blvd,Los Angeles,CA,-118.218877,34.12374098
H80CS00650,40940,BPS-H80-031761,Blue Ridge Health - Franklin School of Innovation,21 Innovation Dr,Asheville,NC,-82.63206,35.54079695
H80CS00218,80060,BPS-H80-004391,Eastside Family Health Center,501 28th St,Denver,CO,-104.9760721,39.7551909
H80CS00102,46840,BPS-H80-001323,PHOENIX HEALTH CENTER FOR THE HOMELESS,712 E Muhammad Ali Blvd,Louisville,KY,-85.74008894,38.24922597
H80CS00135,81030,BPS-H80-017542,BISON COMMUNITY CLINIC,105 W Main St,Bison,SD,-102.4662459,45.52237951
H80CS00504,67570,BPS-H80-017212,Freeman Matthews Head Start Center,1383 Napoleon St,Baton Rouge,LA,-91.18246596,30.43540695
H80CS00618,40310,BPS-H80-021377,Nautilus Middle School,4301 N Michigan Ave,Miami Beach,FL,-80.13554371,25.81511354
H80CS06674,921430,BPS-H80-013008,Los Angeles Christian Health Centers-Exodus Recovery IMHT,8511 1/2 S Vermont Ave Apt 1,Los Angeles,CA,-118.2919172,33.96083062
H80CS00063,20680,BPS-H80-007588,Med Centro Mobile Unit #1,1034 Ave Hostos,Ponce,PR,-66.61574428,17.99239751
